pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-07-16,82.6,-2.4,5.01,"Williams, Devin",547180,642207,,ball,,,,,14,,R,L,R,PHI,NYM,B,,,0,2,2026,-1.77,-0.51,1.429793559569676,1.0134981300368535,,,,0,9,Bot,,,,,,,12.260622185409956,-119.66952561895988,-1.3213448123219744,-19.33254625758713,21.84467029393083,-37.07109996800519,3.26476378,1.647637795,,,,83.8,2781,7.2,823440,682626,676724,683146,666182,596019,621438,805999,701807,53.31,,,,,,,,68,3,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,278,0.002,0.024,,,,,-0.024,,-3,-3,0.033,0.033,31,33,32,34,1,3,4,4,,,3.87,1.77,-1.77,8.9,,,,,
CH,2026-07-16,82.5,-2.37,5.18,"Williams, Devin",547180,642207,,swinging_strike,,,,,13,,R,L,R,PHI,NYM,S,,,0,1,2026,-1.83,-0.42,-0.5787524837974667,1.3753632701896676,,,,0,9,Bot,,,,,,,7.73145490795682,-119.90695701684724,-1.0886963054727712,-19.1163811149592,22.15596198711364,-36.21765538964309,3.26476378,1.647637795,,,,83.7,2696,7.0,823440,682626,676724,683146,666182,596019,621438,805999,701807,53.46,,,,,,,,68,2,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,286,-0.006,-0.055,76.6,8.5,3.743036076,,0.055,,-3,-3,0.039,0.039,31,33,32,34,1,3,4,4,,,3.76,1.83,-1.83,11.0,26.50835586977555,-20.315770256132534,36.94374107370866,43.49708108618015,46.260738790549176
FF,2026-07-16,94.5,-2.38,5.33,"Williams, Devin",547180,642207,,foul,,,,,6,,R,L,R,PHI,NYM,S,,,0,0,2026,-1.02,1.11,0.4044270903945957,2.543652498033404,,,,0,9,Bot,,,,,,,9.677815222322176,-137.4435314504012,-4.026477974232778,-14.914334263631943,26.226229864487447,-17.366100591686653,3.26476378,1.647637795,201,71.0,40,97.0,2299,7.4,823440,682626,676724,683146,666182,596019,621438,805999,701807,53.06,,,,,,,,68,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Infield shade,Standard,228,-0.004,-0.043,76.8,7.0,,,0.043,88.0,-3,-3,0.043,0.043,31,33,32,34,1,3,4,4,,,1.42,1.02,-1.02,21.8,12.74495986506273,-2.620234151381611,38.96537120908484,30.60117856976943,32.61093145785845
FF,2026-07-16,98.8,-1.58,5.75,"Johnson, Seth",621438,686751,strikeout,swinging_strike,,,,,11,Tyrone Taylor strikes out swinging.,R,R,R,PHI,NYM,S,2,,0,2,2026,-0.64,1.59,-0.5062962109031475,3.738093785792928,,805999,,2,9,Top,,,,,,,4.426309869445043,-143.890096925975,-3.67186893040596,-9.977474270413111,33.08651399011246,-9.367353539000083,3.231414042,1.630807087,,,,99.0,2481,6.4,823440,592663,547180,681082,664761,607208,669016,702222,687282,54.15,,0.0,0.0,1,0,0,,67,3,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,211,0.004,-0.18,68.9,6.4,1.49884878,,0.18,,-3,3,0.039,0.961,27,32,28,32,1,0,10,4,,,0.74,0.64,0.64,45.3,5.964536698464034,3.917925486321173,23.88914216276819,31.65792424196828,22.500447230760727
FF,2026-07-16,98.2,-1.59,5.72,"Johnson, Seth",621438,686751,,swinging_strike,,,,,1,,R,R,R,PHI,NYM,S,,,0,1,2026,-0.72,1.67,-0.3396828805246263,3.309086092691367,,805999,,2,9,Top,,,,,,,5.048214940978757,-142.87684727713503,-4.838558963643375,-10.95155310889125,31.68966523911721,-8.342742530841496,3.231414042,1.630807087,,,,98.6,2476,6.4,823440,592663,547180,681082,664761,607208,669016,702222,687282,54.07,,,,,,,,67,2,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,212,0.002,-0.056,70.5,7.0,0.257735244,,0.056,,-3,3,0.037,0.963,27,32,28,32,1,0,10,4,,,0.69,0.72,0.72,51.3,11.715038143278246,-0.6333987795938036,29.0910769782739,33.747182308824456,23.24037698156274
SL,2026-07-16,89.4,-1.68,5.66,"Johnson, Seth",621438,686751,,called_strike,,,,,14,,R,R,R,PHI,NYM,S,,,0,0,2026,0.39,0.37,0.8576953055014824,2.011206408736239,,805999,,2,9,Top,,,,,,,5.394766152081001,-130.26650642462502,-3.67532442357307,3.4903253057872905,24.205999696522067,-27.389031492779544,3.231414042,1.630807087,,,,90.7,2590,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.77,,,,,,,,67,1,Slider,1,4,4,1,4,1,4,1,Standard,Standard,153,0.001,-0.038,,,,,0.038,,-3,3,0.036,0.964,27,32,28,32,1,0,10,4,,,2.44,-0.39,-0.39,44.1,,,,,
FF,2026-07-16,99.2,-1.71,5.76,"Johnson, Seth",805999,686751,double,hit_into_play,,,,,4,A.J. Ewing doubles (10) on a ground ball to left fielder Brandon Marsh. Jared Young scores.,R,L,R,PHI,NYM,X,7,ground_ball,1,2,2026,-0.72,1.48,-0.3898571119870577,2.452598190401313,,,676724,2,9,Top,33.98,104.87,,,,,5.298218292770838,-144.44553729110157,-7.0538782056884495,-11.283536176773596,28.59621490974533,-10.025513295036044,3.136630577,1.582972441,40,99.1,-2,100.3,2476,6.5,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.95,0.382,0.351,1.25,1,1,1,2,66,4,4-Seam Fastball,1,3,3,1,4,1,4,1,Standard,Standard,213,-0.053,0.897,67.1,5.4,,0.441,-0.897,99.1,-2,2,0.089,0.911,27,21,28,22,1,4,10,4,,,0.81,0.72,-0.72,46.0,-13.248310525229106,21.26638589137699,38.41290747906383,37.11026571767535,13.62081705768027
FF,2026-07-16,98.7,-1.64,5.75,"Johnson, Seth",805999,686751,,called_strike,,,,,1,,R,L,R,PHI,NYM,S,,,1,1,2026,-0.66,1.52,-0.6289077288698524,2.834459308198852,,,676724,2,9,Top,,,,,,,4.2970982284629375,-143.7241556579844,-5.944921624587928,-10.151006858826664,31.68132634290324,-9.935917677606412,3.136630577,1.582972441,,,,99.4,2461,6.5,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.97,,,,,,,,66,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,213,0.003,-0.067,,,,,0.067,,-2,2,0.086,0.914,27,21,28,22,1,4,10,4,,,0.81,0.66,-0.66,46.0,,,,,
FF,2026-07-16,98.0,-1.76,5.57,"Johnson, Seth",805999,686751,,called_strike,,,,,8,,R,L,R,PHI,NYM,S,,,1,0,2026,-0.76,1.44,-0.1072936541251105,1.8271738918342064,,,676724,2,9,Top,,,,,,,6.22528357288052,-142.52630098983397,-7.842135113968226,-11.834294924469916,32.1426279426581,-10.902046382595724,3.136630577,1.582972441,,,,98.5,2475,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.92,,,,,,,,66,2,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,212,0.001,-0.052,,,,,0.052,,-2,2,0.085,0.915,27,21,28,22,1,4,10,4,,,0.93,0.76,-0.76,44.6,,,,,
SL,2026-07-16,89.1,-1.82,5.56,"Johnson, Seth",805999,686751,,ball,,,,,14,,R,L,R,PHI,NYM,B,,,0,0,2026,0.55,0.18,0.0183019666894879,1.2364847377158097,,,676724,2,9,Top,,,,,,,3.3112534253692365,-129.73547476015415,-4.782739466817809,5.575275930513593,25.49615231638889,-29.40708714602168,3.136630577,1.582972441,,,,89.8,2633,6.5,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.97,,,,,,,,66,1,Slider,1,3,3,1,3,1,3,1,Standard,Standard,152,-0.001,0.039,,,,,-0.039,,-2,2,0.086,0.914,27,21,28,22,1,4,10,4,,,2.67,-0.55,0.55,43.5,,,,,
SL,2026-07-16,84.7,-1.86,5.46,"Johnson, Seth",682626,686751,strikeout,swinging_strike,,,,,3,Francisco Alvarez strikes out swinging.,R,R,R,PHI,NYM,S,2,,2,2,2026,1.03,0.63,0.520457353379703,3.1149365948484795,,,676724,1,9,Top,,,,,,,3.420138397811287,-123.43327993095404,-0.3045520453124094,9.99591808432174,22.106495763930432,-25.809753450368877,3.120833333,1.575,,,,85.8,2799,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.82,,0.0,0.0,1,0,0,,65,6,Slider,1,3,3,1,3,1,3,1,Standard,Standard,47,0.009,-0.231,63.9,7.1,1.604080536,,0.231,,-2,2,0.077,0.923,27,24,28,25,1,3,10,5,,,2.51,-1.03,-1.03,42.0,10.78567396012169,5.555870372092032,24.916322687640186,43.663192867120266,19.963816498072067
FF,2026-07-16,98.6,-1.66,5.66,"Johnson, Seth",682626,686751,,foul,,,,,1,,R,R,R,PHI,NYM,S,,,2,2,2026,-0.91,1.44,-0.727897431749691,2.834750887460323,,,676724,1,9,Top,,,,,,,4.665978450641388,-143.48640378095652,-5.452810622742257,-13.61238830387341,34.05053444310716,-11.273341394129226,3.120833333,1.575,258,77.8,49,98.9,2490,6.5,823440,592663,547180,681082,664761,607208,669016,702222,687282,54.0,,,,,,,,65,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,214,0.0,0.0,75.2,6.9,,,0.0,88.0,-2,2,0.077,0.923,27,24,28,25,1,3,10,5,,,0.91,0.91,0.91,45.3,7.559419517508517,-6.522851916693025,29.862390415217654,28.05408627012549,25.249329082657752
FF,2026-07-16,98.8,-1.71,5.71,"Johnson, Seth",682626,686751,,swinging_strike,,,,,8,,R,R,R,PHI,NYM,S,,,2,1,2026,-0.78,1.49,0.2532630451865925,2.001552714269885,,,676724,1,9,Top,,,,,,,7.160555899305002,-143.52819864794418,-8.01328566110846,-12.398505672129438,32.5065654895168,-9.82451714565437,3.120833333,1.575,,,,99.4,2505,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.85,,,,,,,,65,4,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,210,0.002,-0.082,76.8,6.9,0.826918668,,0.082,,-2,2,0.075,0.925,27,24,28,25,1,3,10,5,,,0.84,0.78,0.78,49.0,2.1763215095716006,13.824828278483697,30.76356352752559,41.4097082212669,15.76111363933312
SL,2026-07-16,89.0,-1.72,5.54,"Johnson, Seth",682626,686751,,ball,,,,,14,,R,R,R,PHI,NYM,B,,,1,1,2026,0.54,0.14,1.84760348003094,0.9982574666621028,,,676724,1,9,Top,,,,,,,7.549720291660904,-129.53079228449064,-5.293866982031321,4.7800749787932695,23.214113357774508,-29.74473594616236,3.120833333,1.575,,,,90.2,2668,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.8,,,,,,,,65,3,Slider,1,3,3,1,3,1,3,1,Standard,Standard,105,-0.001,0.065,,,,,-0.065,,-2,2,0.076,0.924,27,24,28,25,1,3,10,5,,,2.7,-0.54,-0.54,48.7,,,,,
SL,2026-07-16,85.4,-1.91,5.36,"Johnson, Seth",682626,686751,,ball,,,,,14,,R,R,R,PHI,NYM,B,,,0,1,2026,0.83,0.35,1.3972276945221882,1.5499446370717125,,,676724,1,9,Top,,,,,,,6.04382613795991,-124.45175615464431,-3.296682219011581,7.630708400882637,21.549307616321904,-28.07377587899935,3.120833333,1.575,,,,86.6,2782,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.86,,,,,,,,65,2,Slider,1,3,3,1,3,1,3,1,Standard,Standard,77,-0.001,0.03,,,,,-0.03,,-2,2,0.077,0.923,27,24,28,25,1,3,10,5,,,2.73,-0.83,-0.83,41.6,,,,,
FF,2026-07-16,99.3,-1.66,5.69,"Johnson, Seth",682626,686751,,called_strike,,,,,6,,R,R,R,PHI,NYM,S,,,0,0,2026,-0.82,1.24,0.6010920083074407,2.173035367815378,,,676724,1,9,Top,,,,,,,8.093877302674525,-144.43598434910297,-7.084947836271856,-13.207848442008148,26.57641772412763,-13.34835892403534,3.120833333,1.575,,,,100.7,2514,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.91,,,,,,,,65,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,208,0.001,-0.041,,,,,0.041,,-2,2,0.076,0.924,27,24,28,25,1,3,10,5,,,1.03,0.82,0.82,45.9,,,,,
FF,2026-07-16,98.5,-1.78,5.6,"Johnson, Seth",683146,686751,field_out,hit_into_play,,,,,5,Brett Baty flies out to left fielder Brandon Marsh.,R,L,R,PHI,NYM,X,7,fly_ball,0,0,2026,-0.53,1.5,0.031725139538724,2.6595389921792068,,,676724,0,9,Top,55.8,112.78,,,,,6.144739653745962,-143.292519345684,-5.960545624708714,-8.665885613574149,30.55697533226009,-10.257607709731955,3.327952756,1.679527559,276,80.1,35,99.5,2382,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.8,0.029,0.026,0.0,1,0,0,3,64,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Standard,Standard,213,0.011,-0.261,77.9,7.0,,0.046,0.261,88.0,-2,2,0.065,0.935,27,26,28,27,1,3,10,4,,,0.83,0.53,-0.53,47.2,1.9281401673218144,13.341230555239896,37.13009092796112,39.33153752614331,20.20347092912699
FF,2026-07-16,97.3,-1.68,5.64,"Johnson, Seth",676724,686751,walk,ball,,,,,11,Jared Young walks.,R,L,R,PHI,NYM,B,,,3,2,2026,-0.49,1.28,-0.0791771493910197,4.449704162433802,,,,0,9,Top,,,,,,,5.427586739746214,-141.86479035274976,-0.6368970003159677,-7.7690077457437745,26.864612914143983,-14.65624019759127,3.280561024,1.655610236,,,,98.7,2364,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.94,,0.69866,0.7,1,0,0,,63,6,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,212,-0.009,0.374,,,,,-0.374,,-2,2,0.074,0.926,27,30,28,31,1,3,10,4,,,1.08,0.49,-0.49,45.2,,,,,
FF,2026-07-16,98.2,-1.65,5.65,"Johnson, Seth",676724,686751,,foul,,,,,1,,R,L,R,PHI,NYM,S,,,3,1,2026,-1.08,1.25,-0.348914621810483,2.930366898530716,,,,0,9,Top,,,,,,,6.045573551759473,-143.0552521489873,-4.731387181863246,-16.242547256281135,28.506392822925804,-14.09387064141783,3.280561024,1.655610236,230,83.1,60,99.3,2393,6.5,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.96,,,,,,,,63,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,216,0.002,-0.108,70.7,6.5,,,0.108,88.0,-2,2,0.072,0.928,27,30,28,31,1,3,10,4,,,1.09,1.08,-1.08,44.8,-1.8046236217696252,19.80855931022979,19.987469467077744,44.1505103802746,17.80817672547635
SL,2026-07-16,88.9,-1.86,5.66,"Johnson, Seth",676724,686751,,ball,,,,,14,,R,L,R,PHI,NYM,B,,,2,1,2026,0.34,0.26,0.695283296901223,1.15875542749786,,,,0,9,Top,,,,,,,5.49157707873595,-129.48030966113225,-5.426478980663521,2.9581474799428173,22.42443463926506,-28.46844606525089,3.280561024,1.655610236,,,,90.1,2635,6.6,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.92,,,,,,,,63,4,Slider,1,3,3,1,3,1,3,1,Infield shade,Standard,151,-0.003,0.146,,,,,-0.146,,-2,2,0.075,0.925,27,30,28,31,1,3,10,4,,,2.58,-0.34,0.34,44.7,,,,,
FF,2026-07-16,98.0,-1.77,5.61,"Johnson, Seth",676724,686751,,foul,,,,,5,,R,L,R,PHI,NYM,S,,,2,0,2026,-0.87,1.47,0.0867078884866237,2.223732859834805,,,,0,9,Top,,,,,,,7.025985095653424,-142.50074912223778,-6.992779504272325,-13.326790866341014,29.29574109047361,-10.76002747419047,3.280561024,1.655610236,301,93.4,45,99.1,2485,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.79,,,,,,,,63,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,211,0.002,-0.08,72.6,6.6,,,0.08,93.4,-2,2,0.073,0.927,27,30,28,31,1,3,10,4,,,0.89,0.87,-0.87,48.1,0.233109791056116,17.509076027077235,29.41612136794196,39.17556916886599,19.254661143822872
FF,2026-07-16,98.5,-1.84,5.63,"Johnson, Seth",676724,686751,,ball,,,,,13,,R,L,R,PHI,NYM,B,,,1,0,2026,-0.93,1.49,-0.4697333364503586,1.317240725807727,,,,0,9,Top,,,,,,,5.923229297512667,-143.19444709866886,-9.62925616237106,-14.141689140057622,29.09476450308328,-9.730784983818134,3.280561024,1.655610236,,,,99.7,2476,6.7,823440,592663,547180,681082,664761,607208,669016,702222,687282,53.76,,,,,,,,63,2,4-Seam Fastball,1,3,3,1,3,1,3,1,Infield shade,Standard,215,-0.002,0.085,,,,,-0.085,,-2,2,0.075,0.925,27,30,28,31,1,3,10,4,,,0.85,0.93,-0.93,48.5,,,,,
