game_pk,game_time,batter,batter_name,pitcher,pitcher_name,has_platoon_advantage,park_factor,temp,wind_speed,pred_hr_prob,edge_pct,kelly_fraction,ev_value,ev_percent,kelly_multiplier,base_model_prob,physics_delta,blend_weight_physics,probability_mode,best_book,best_market_odds_american,best_market_implied_prob,fair_odds_american,prob_edge_abs,elite_ev_signal,release_window_sniper_signal,line_release_window_flag,nrfi_under_drag_score,physics_hr_prob,physics_per_pa_hr_prob,density_altitude_ft,air_density_kg_m3,drag_multiplier,pitch_micro_matchup_score,vaa_attack_angle_score,umpire_catcher_cascade,fatigue_index,spin_decay_rpm,spin_decay_flag,lineup_protection_woba_proxy,context_multiplier,model_name,prediction_timestamp,actual_hr,plate_apps,brier_error,prob_bucket
823437,6:40 PM,547180,Bryce Harper,680736,Justin Wrobleski,0,114,71,5,0.107162228013127,2.0,0.0012,0.0196215795730447,1.9621579573044776,0.5,0.0975090024835917,0.0096532255295352,0.45,blended,betparx,1050.0,0.0869565217391304,833,0.0020622280131269,False,False,0,0.2526073823265945,0.1189606147714478,0.0448547168498547,0.0,1.1841099749988393,1.0345322865819122,1.03185,1.0309942761178752,1.0,32.218518518518515,-57.648883861236754,0.0,0.0457611641333804,1.2115100371021852,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.011483743112737421,"(0.1, 0.15]"
823437,6:40 PM,664761,Alec Bohm,680736,Justin Wrobleski,0,114,71,5,0.1050433824674456,29.7,0.0131,0.2968318823141436,29.68318823141436,0.5,0.0991338479289265,0.0059095345385191,0.45,blended,espnbet,1400.0,0.0666666666666666,852,0.0240433824674456,False,False,0,0.2526073823265945,0.1122661469034134,0.0429540021573473,0.0,1.1841099749988393,1.0345322865819122,1.1173444569444444,1.0309942761178752,1.0,32.26280193236715,-57.648883861236754,0.0,0.0497420262664165,1.322855454325108,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.011034112200202058,"(0.1, 0.15]"
823437,6:40 PM,624641,Edmundo Sosa,680736,Justin Wrobleski,0,114,71,5,0.1051606887374114,68.5,0.0228,0.685267447714927,68.5267447714927,0.5,0.0950196935264931,0.0101409952109182,0.45,blended,ballybet,19900.0,0.005,851,0.0427606887374114,True,False,0,0.2526073823265945,0.1175552384396448,0.0467747424747054,0.0,1.1841099749988393,1.0345322865819122,1.0549518930166886,1.0309942761178752,1.0,17.41951219512195,-57.648883861236754,0.0,0.0606906025009473,1.372633035811907,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.011058770455726724,"(0.1, 0.15]"
823437,6:40 PM,592663,J.T. Realmuto,680736,Justin Wrobleski,0,114,71,5,0.0938106852878666,11.9,0.0055,0.1194592516451866,11.945925164518666,0.5,0.0900542106584137,0.0037564746294529,0.45,blended,fliff,1400.0,0.0666666666666666,966,0.0100106852878666,False,False,0,0.2526073823265945,0.098401932057198,0.0402648020239279,0.0,1.1841099749988393,1.0345322865819122,0.92532855,1.0309942761178752,1.0,30.566666666666663,-57.648883861236754,0.0,0.0667942814307132,1.145030307555452,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.008800444674179151,"(0.05, 0.1]"
823437,6:40 PM,669016,Brandon Marsh,680736,Justin Wrobleski,0,114,71,5,0.125368704399411,67.6,0.0273,0.676052197853088,67.6052197853088,0.5,0.1379489612404414,-0.0125802568410304,0.45,blended,espnbet,1600.0,0.0588235294117647,698,0.0505687043994109,True,False,0,0.2526073823265945,0.1099928349270404,0.0471483364109704,0.0,1.1841099749988393,1.0345322865819122,0.85,1.0309942761178752,1.0,32.18522167487685,-57.648883861236754,0.0,0.0466691777873439,1.0001162268993733,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.015717312042786896,"(0.1, 0.15]"
823437,6:40 PM,656537,Derek Hill,680736,Justin Wrobleski,0,114,71,5,0.1255180336747571,133.3,0.0379,1.3330489530624,133.30489530623998,0.5,0.1259245971498726,-0.0004065634751155,0.45,blended,betparx,19900.0,0.005,697,0.0717180336747571,True,False,0,0.2526073823265945,0.1250211227607269,0.0565412714658114,0.0,1.1841099749988393,1.0345322865819122,1.0549518930166886,1.0309942761178752,1.0,18.82173913043478,-57.648883861236754,0.0,0.0292079207920792,1.2740580414269616,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,2,0.01575477677757746,"(0.1, 0.15]"
823437,6:40 PM,681082,Bryson Stott,680736,Justin Wrobleski,0,114,71,5,0.0342773039865126,-24.5,0.0,-0.2449933042618354,-24.49933042618354,0.5,0.0236435677676597,0.0106337362188528,0.45,blended,betparx,19900.0,0.005,2817,-0.0111226960134873,False,False,0,0.2526073823265945,0.0472740926984439,0.0227198651494681,0.0,1.1841099749988393,1.0345322865819122,1.0622550791666667,1.0309942761178752,1.0,32.28910891089109,-57.648883861236754,0.0,0.105,1.2215167042337622,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,2,0.0011749335685837929,"(-0.001, 0.05]"
823437,6:40 PM,660271,Shohei Ohtani,554430,Zack Wheeler,0,114,71,5,0.2383767770403714,37.7,0.0395,0.3771044311979863,37.71044311979863,0.5,0.2347371388871697,0.0036396381532017,0.45,blended,williamhill_us,5500.0,0.0178571428571428,320,0.0652767770403714,True,False,0,0.2526073823265945,0.2428252236720623,0.0912042351302571,0.0,1.1841099749988393,1.0345322865819122,1.3270058041666668,1.0499791856634386,1.0,24.5218009478673,-33.87750475481607,0.0,0.0524797177427392,1.55,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.05682348783215494,"(0.2, 0.25]"
823437,6:40 PM,681624,Andy Pages,554430,Zack Wheeler,0,114,71,5,0.1008312613444657,4.2,0.0022,0.0416452618229932,4.164526182299322,0.5,0.0901631631943754,0.0106680981500903,0.45,blended,fliff,1120.0,0.081967213114754,892,0.0040312613444657,False,False,0,0.2526073823265945,0.1138700479723539,0.0418439233492917,0.0,1.1841099749988393,1.0345322865819122,0.9606873611111112,1.0499791856634386,1.0,22.121585903083695,-33.87750475481607,0.0,0.0555029798035536,1.2317698719031245,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.010166943264315942,"(0.1, 0.15]"
823437,6:40 PM,518692,Freddie Freeman,554430,Zack Wheeler,0,114,71,5,0.1518440067010544,37.2,0.0231,0.3716712439119642,37.16712439119642,0.5,0.1437274926747857,0.0081165140262687,0.45,blended,fliff,1025.0,0.0888888888888888,559,0.0411440067010544,True,False,0,0.2526073823265945,0.1617641905109383,0.0618157841115385,0.0,1.1841099749988393,1.0345322865819122,1.22645,1.0499791856634386,1.0,24.27647058823529,-33.87750475481607,0.0,0.0556263858093126,1.55,XGBoost+LightGBM,2026-07-21T21:19:27.339146,0,3,0.02305660237102986,"(0.15, 0.2]"
