pair_leg_1,pair_leg_2,leg1_game_pk,leg2_game_pk,pair_type,leg1_prob,leg2_prob,base_combo_prob,learned_multiplier,combo_prob,leg1_odds_american,leg2_odds_american,parlay_decimal,parlay_ev,training_days_used
Willson Contreras,Tyrone Taylor,824735,823761,cross_game,0.27024604696173193,0.16103849128821884,0.04352001567932245,0.48999999999999994,0.021324807682867996,,,,,1
Shohei Ohtani,Bryan Reynolds,823438,823518,cross_game,0.2944514210040754,0.14768728583281263,0.04348673117770673,0.48999999999999994,0.021308498277076295,,,,,1
Shohei Ohtani,Ryan O'Hearn,823438,823518,cross_game,0.2944514210040754,0.1472457223114708,0.043356712171384065,0.48999999999999994,0.02124478896397819,,,,,1
Shohei Ohtani,Jose Siri,823438,824004,cross_game,0.2944514210040754,0.14643987136076042,0.04311942821382991,0.48999999999999994,0.021128519824776655,,,,,1
Caleb Durbin,Masataka Yoshida,824735,824735,same_game,0.21008315432205307,0.2044147313646346,0.042944091554977554,0.48999999999999994,0.021042604861939,,,,,1
Shohei Ohtani,Cedric Mullins,823438,822784,cross_game,0.2944514210040754,0.14518724945137915,0.04275059191263176,0.48999999999999994,0.020947790037189558,,,,,1
Shohei Ohtani,Bryce Eldridge,823438,824083,cross_game,0.2944514210040754,0.14489335385640023,0.04266405393706338,0.48999999999999994,0.020905386429161052,,,,,1
Shohei Ohtani,Riley Greene,823438,824650,cross_game,0.2944514210040754,0.14473875770017736,0.042618532879181784,0.48999999999999994,0.020883081110799073,,,,,1
Heliot Ramos,Wyatt Langford,824083,822873,cross_game,0.21404111931210262,0.19788740913346153,0.042356042548698104,0.48999999999999994,0.02075446084886207,,,,,1
Shohei Ohtani,Dominic Canzone,823438,823110,cross_game,0.2944514210040754,0.1432386587391052,0.042176826608447356,0.48999999999999994,0.0206666450381392,,,,,1
Heliot Ramos,Dillon Dingler,824083,824650,cross_game,0.21404111931210262,0.1969414256652618,0.04215356318831389,0.48999999999999994,0.020655245962273805,,,,,1
Shohei Ohtani,Willson Contreras,823438,824732,cross_game,0.2944514210040754,0.14292622600371158,0.04208483034554251,0.48999999999999994,0.020621566869315825,,,,,1
Willson Contreras,Heriberto Hernández,824735,824166,cross_game,0.27024604696173193,0.15501281799454286,0.041891601291423636,0.48999999999999994,0.02052688463279758,,,,,1
Willson Contreras,Esmerlyn Valdez,824735,823519,cross_game,0.27024604696173193,0.15481230918638839,0.04183741457863888,0.48999999999999994,0.02050033314353305,,,,,1
Shohei Ohtani,Manny Machado,823438,824896,cross_game,0.2944514210040754,0.14196672215805994,0.041802303074731505,0.48999999999999994,0.020483128506618434,,,,,1
Shohei Ohtani,Ryan McMahon,823438,823518,cross_game,0.2944514210040754,0.14147523142463925,0.04165758292986545,0.48999999999999994,0.020412215635634067,,,,,1
Shohei Ohtani,Spencer Torkelson,823438,824650,cross_game,0.2944514210040754,0.14142422152515674,0.04164256299247755,0.48999999999999994,0.020404855866314,,,,,1
Willson Contreras,Luis Urías,824735,822784,cross_game,0.27024604696173193,0.15401329946383535,0.04162148535963493,0.48999999999999994,0.020394527826221115,,,,,1
Caleb Durbin,Wyatt Langford,824735,822873,cross_game,0.21008315432205307,0.19788740913346153,0.04157281111137626,0.48999999999999994,0.020370677444574364,,,,,1
Caleb Durbin,Dillon Dingler,824735,824650,cross_game,0.21008315432205307,0.1969414256652618,0.04137407592044034,0.48999999999999994,0.020273297201015762,,,,,1
Shohei Ohtani,Zach Neto,823438,824004,cross_game,0.2944514210040754,0.14025421709757693,0.041298053526195616,0.48999999999999994,0.020236046227835848,,,,,1
Willson Contreras,Colton Cowser,824735,824732,cross_game,0.27024604696173193,0.15184330501299864,0.041035052937367415,0.48999999999999994,0.02010717593931003,,,,,1
Willson Contreras,Justin Foscue,824735,822873,cross_game,0.27024604696173193,0.15184220764508086,0.041034756378025575,0.48999999999999994,0.02010703062523253,,,,,1
Willson Contreras,Max Muncy,824735,825055,cross_game,0.27024604696173193,0.15008930242611201,0.04056104067190065,0.48999999999999994,0.019874909929231317,,,,,1
Masataka Yoshida,Wyatt Langford,824735,822873,cross_game,0.2044147313646346,0.19788740913346153,0.040451101578460075,0.48999999999999994,0.019821039773445435,,,,,1
Masataka Yoshida,Dillon Dingler,824735,824650,cross_game,0.2044147313646346,0.1969414256652618,0.040257728621932644,0.48999999999999994,0.01972628702474699,,,,,1
Willson Contreras,Willy Adames,824735,824083,cross_game,0.27024604696173193,0.14811196456769748,0.04002667293215635,0.48999999999999994,0.01961306973675661,,,,,1
Willson Contreras,Bryan Reynolds,824735,823518,cross_game,0.27024604696173193,0.14768728583281263,0.03991190518282501,0.48999999999999994,0.01955683353958425,,,,,1
Willson Contreras,Ryan O'Hearn,824735,823518,cross_game,0.27024604696173193,0.1472457223114708,0.03979257438669988,0.48999999999999994,0.01949836144948294,,,,,1
Willson Contreras,Jose Siri,824735,824004,cross_game,0.27024604696173193,0.14643987136076042,0.039574796352830045,0.48999999999999994,0.01939165021288672,,,,,1
Heliot Ramos,Junior Caminero,824083,822784,cross_game,0.21404111931210262,0.18354189987352365,0.03928551368959887,0.48999999999999994,0.019249901707903444,,,,,1
Willson Contreras,Cedric Mullins,824735,822784,cross_game,0.27024604696173193,0.14518724945137915,0.0392362802334821,0.48999999999999994,0.019225777314406226,,,,,1
Willson Contreras,Bryce Eldridge,824735,824083,cross_game,0.27024604696173193,0.14489335385640023,0.039156856110719576,0.48999999999999994,0.01918685949425259,,,,,1
Willson Contreras,Riley Greene,824735,824650,cross_game,0.27024604696173193,0.14473875770017736,0.03911507711062487,0.48999999999999994,0.019166387784206183,,,,,1
Wyatt Langford,Dillon Dingler,822873,824650,cross_game,0.19788740913346153,0.1969414256652618,0.03897222847594886,0.48999999999999994,0.01909639195321494,,,,,1
